Gene_id	Coverage	FPKM	TPM
NGJCOJPH_00511	335.050507	163.700470	177.468597
NGJCOJPH_00512	95.362686	46.592728	50.511436
NGJCOJPH_00513	341.040222	166.626968	180.641220
NGJCOJPH_00514	470.134918	229.700623	249.019714
NGJCOJPH_00515	96.523659	47.159962	51.126373
NGJCOJPH_00516	88.942245	43.455803	47.110676
NGJCOJPH_00517	257.456177	125.789093	136.368652
NGJCOJPH_00518	508.418945	248.405609	269.297882
NGJCOJPH_00519	92.082443	44.990055	48.773964
NGJCOJPH_00520	207.037872	101.155495	109.663231
NGJCOJPH_00521	87.872414	42.933098	46.544010
NGJCOJPH_00522	299.545074	146.353073	158.662186
NGJCOJPH_00523	453.884766	221.761063	240.412384
NGJCOJPH_00524	95.209686	46.517975	50.430397
NGJCOJPH_00525	1116.400024	545.455688	591.331543
NGJCOJPH_00526	2614.029297	1277.174072	1384.591553
NGJCOJPH_00527	154.926773	75.694817	82.061165
NGJCOJPH_00528	184.823196	90.301750	97.896622
NGJCOJPH_00529	591.805542	289.147003	313.465881
NGJCOJPH_00530	117.778969	57.544979	62.384827
NGJCOJPH_00531	180.279205	88.081619	95.489769
NGJCOJPH_00532	125.733025	61.431206	66.597908
NGJCOJPH_00533	168.781601	82.464066	89.399757
NGJCOJPH_00534	198.606079	97.035851	105.197105
NGJCOJPH_00535	561.679871	274.428070	297.509003
NGJCOJPH_00536	982.348999	479.960480	520.327820
NGJCOJPH_00537	2154.554932	1052.682129	1141.218506
NGJCOJPH_00538	70.545929	34.467648	37.366566
NGJCOJPH_00539	84.034378	41.057896	44.511089
NGJCOJPH_00540	103.232452	50.437775	54.679874
NGJCOJPH_00541	29.184668	14.259175	15.458451
NGJCOJPH_00542	64.258682	31.395796	34.036358
NGJCOJPH_00543	100.746704	49.223278	53.363228
NGJCOJPH_00544	189.214935	92.447479	100.222824
NGJCOJPH_00545	665.688843	325.245239	352.600159
NGJCOJPH_00546	196.411850	95.963783	104.034874
NGJCOJPH_00547	166.401352	81.301125	88.138992
NGJCOJPH_00548	31.144579	15.216758	16.496571
NGJCOJPH_00549	40.977169	20.020809	21.704670
NGJCOJPH_00550	34.022614	16.622921	18.021000
NGJCOJPH_00551	225.733841	110.290047	119.566055
NGJCOJPH_00552	113.082863	55.250530	59.897408
NGJCOJPH_00553	60.683556	29.649044	32.142693
NGJCOJPH_00554	175.401566	85.698486	92.906204
NGJCOJPH_00555	1833.075439	895.612244	970.938171
NGJCOJPH_00556	195.847061	95.687836	103.735710
NGJCOJPH_00557	85.773872	41.907780	45.432461
NGJCOJPH_00558	28.327063	13.840163	15.004197
NGJCOJPH_00559	275.039337	134.379944	145.682053
NGJCOJPH_00560	781.452759	381.805695	413.917664
NGJCOJPH_00561	124.501282	60.829391	65.945480
NGJCOJPH_00562	105.280487	51.438412	55.764668
NGJCOJPH_00563	124.449272	60.803986	65.917938
NGJCOJPH_00564	30.180893	14.745915	15.986129
NGJCOJPH_00565	27.859335	13.611639	14.756453
NGJCOJPH_00566	15.315944	7.483132	8.112506
NGJCOJPH_00567	5171.885254	2526.902832	2739.429199
NGJCOJPH_00568	1776.608154	868.023193	941.028748
NGJCOJPH_00569	291.469818	142.407623	154.384903
NGJCOJPH_00570	51.927975	25.371202	27.505062
NGJCOJPH_00571	177.947006	86.942146	94.254463
NGJCOJPH_00572	152.442566	74.481071	80.745338
NGJCOJPH_00573	394.566925	192.779282	208.993073
NGJCOJPH_00574	106.713615	52.138615	56.523762
NGJCOJPH_00575	85.672241	41.858128	45.378628
NGJCOJPH_00576	377.082916	184.236862	199.732208
NGJCOJPH_00577	99.312836	48.522709	52.603737
NGJCOJPH_00578	152.936737	74.722519	81.007095
NGJCOJPH_00579	187.176208	91.451393	99.142960
NGJCOJPH_00580	155.303833	75.879044	82.260895
NGJCOJPH_00581	359.118683	175.459808	190.216965
NGJCOJPH_00582	53.905155	26.337221	28.552330
NGJCOJPH_00583	70.550552	34.469906	37.369015
NGJCOJPH_00584	388.325226	189.729675	205.686996
NGJCOJPH_00585	449.293060	219.517609	237.980270
NGJCOJPH_00586	444.652740	217.250427	235.522400
NGJCOJPH_00587	273.073395	133.419418	144.640747
NGJCOJPH_00588	117.901833	57.605007	62.449905
NGJCOJPH_00589	221.938950	108.435921	117.555984
NGJCOJPH_00590	317.987000	155.363510	168.430450
NGJCOJPH_00591	428.298706	209.260101	226.860046
NGJCOJPH_00592	379.772217	185.550812	201.156662
NGJCOJPH_00593	365.546875	178.600525	193.621826
NGJCOJPH_00594	163.464691	79.866310	86.583511
NGJCOJPH_00595	418.387085	204.417450	221.610077
NGJCOJPH_00596	136.360840	66.623787	72.227219
NGJCOJPH_00597	348.418701	170.231964	184.549423
NGJCOJPH_00598	69.908119	34.156021	37.028732
NGJCOJPH_00599	106.620110	52.092930	56.474236
NGJCOJPH_00600	197.208099	96.352814	104.456619
NGJCOJPH_00601	145.760132	71.216133	77.205811
NGJCOJPH_00602	68.564789	33.499691	36.317204
NGJCOJPH_00603	119.670448	58.469124	63.386700
NGJCOJPH_00604	121.603966	59.413811	64.410843
NGJCOJPH_00605	131.992615	64.489548	69.913475
NGJCOJPH_00606	109.872719	53.682106	58.197067
NGJCOJPH_00607	569.491760	278.244843	301.646790
NGJCOJPH_00608	40.567593	19.820696	21.487726
NGJCOJPH_00609	150.353958	73.460609	79.639053
NGJCOJPH_00610	418.378784	204.413376	221.605682
NGJCOJPH_00611	282.237610	137.896912	149.494812
NGJCOJPH_00612	189.127472	92.404747	100.176498
NGJCOJPH_00613	262.944061	128.470383	139.275467
NGJCOJPH_00614	1161.081299	567.286255	614.998230
NGJCOJPH_00615	651.925232	318.520569	345.309906
NGJCOJPH_00616	323.407166	158.011719	171.301392
NGJCOJPH_00617	2473.753906	1208.637695	1310.290894
NGJCOJPH_00618	3968.826416	1939.106934	2102.196533
NGJCOJPH_00619	153.802963	75.145744	81.465912
NGJCOJPH_00620	53.683807	26.229074	28.435085
NGJCOJPH_00621	130.207993	63.617603	68.968201
NGJCOJPH_00622	113.761330	55.582020	60.256775
NGJCOJPH_00623	75.501640	36.888931	39.991493
NGJCOJPH_00624	99.007439	48.373497	52.441978
NGJCOJPH_00625	90.104225	44.023525	47.726147
NGJCOJPH_00626	84.417572	41.245113	44.714062
NGJCOJPH_00627	39.002575	19.056053	20.658773
NGJCOJPH_00628	3151.489990	1539.769043	1669.272217
NGJCOJPH_00629	67.262817	32.863567	35.627575
NGJCOJPH_00630	60.095253	29.361609	31.831081
NGJCOJPH_00631	45.205643	22.086775	23.944397
NGJCOJPH_00632	115.168571	56.269577	61.002159
NGJCOJPH_00633	81.929573	40.029518	43.396225
NGJCOJPH_00634	85.988739	42.012764	45.546268
NGJCOJPH_00635	552.884399	270.130737	292.850250
NGJCOJPH_00636	168.197754	82.178810	89.090508
NGJCOJPH_00637	182.047836	88.945747	96.426582
NGJCOJPH_00638	106.564026	52.065529	56.444527
NGJCOJPH_00639	81.967697	40.048141	43.416416
NGJCOJPH_00640	30.563915	14.933055	16.189009
NGJCOJPH_00641	131.333191	64.167358	69.564194
NGJCOJPH_00642	167.383804	81.781136	88.659378
NGJCOJPH_00643	344.556061	168.344757	182.503479
NGJCOJPH_00644	257.438416	125.780418	136.359253
NGJCOJPH_00645	422.792755	206.569977	223.943665
NGJCOJPH_00646	80.800056	39.477654	42.797943
NGJCOJPH_00647	525.737000	256.866943	278.470856
NGJCOJPH_00648	87.686638	42.842331	46.445610
NGJCOJPH_00649	115.136925	56.254112	60.985401
NGJCOJPH_00650	250.822495	122.547974	132.854950
NGJCOJPH_00651	9456.012695	4620.061035	5008.633789
NGJCOJPH_00652	192.191132	93.901604	101.799255
NGJCOJPH_00653	366.006714	178.825195	193.865402
NGJCOJPH_00654	56.608765	27.658163	29.984369
NGJCOJPH_00655	104.829361	51.217999	55.525715
NGJCOJPH_00656	4053.568359	1980.510620	2147.082520
NGJCOJPH_00657	276.914642	135.296188	146.675369
NGJCOJPH_00658	262.893890	128.445877	139.248886
NGJCOJPH_00659	294.318481	143.799438	155.893784
NGJCOJPH_00660	204.055756	99.698479	108.083672
NGJCOJPH_00661	82.874313	40.491100	43.896629
NGJCOJPH_00662	91.635475	44.771671	48.537216
NGJCOJPH_00663	180.185593	88.035889	95.440193
NGJCOJPH_00664	51.152134	24.992140	27.094116
NGJCOJPH_00665	246.688126	120.527985	130.665070
NGJCOJPH_00666	884.318176	432.064148	468.403137
NGJCOJPH_00667	347.193756	169.633484	183.900604
NGJCOJPH_00668	186.818542	91.276642	98.953514
NGJCOJPH_00669	70.536438	34.463009	37.361542
NGJCOJPH_00670	118.210831	57.755978	62.613575
NGJCOJPH_00671	59.421429	29.032389	31.474173
NGJCOJPH_00672	84.285255	41.180466	44.643974
NGJCOJPH_00673	180.553482	88.215630	95.635056
NGJCOJPH_00674	147.895996	72.259689	78.337128
NGJCOJPH_00675	90.041176	43.992718	47.692753
NGJCOJPH_00676	758.707581	370.692749	401.870056
NGJCOJPH_00677	223.185013	109.044731	118.215996
NGJCOJPH_00678	106.500198	52.034344	56.410721
NGJCOJPH_00679	228.410172	111.597672	120.983650
NGJCOJPH_00680	263.446136	128.715698	139.541397
NGJCOJPH_00681	88.540985	43.259754	46.898136
NGJCOJPH_00682	152.739868	74.626335	80.902817
NGJCOJPH_00683	99.248672	48.491360	52.569752
NGJCOJPH_00684	288.480316	140.947006	152.801437
NGJCOJPH_00685	122.776810	59.986847	65.032066
NGJCOJPH_00686	66.292778	32.389622	35.113770
NGJCOJPH_00687	85.161201	41.608440	45.107941
NGJCOJPH_00688	138.282318	67.562599	73.244987
NGJCOJPH_00689	278.033630	135.842911	147.268066
NGJCOJPH_00690	297.768555	145.485092	157.721191
NGJCOJPH_00691	51.046799	24.940674	27.038322
NGJCOJPH_00692	40.413673	19.745493	21.406199
NGJCOJPH_00693	335.587067	163.962646	177.752808
NGJCOJPH_00694	125.525253	61.329693	66.487862
NGJCOJPH_00695	831.456726	406.236847	440.403625
NGJCOJPH_00696	161.488327	78.900688	85.536674
NGJCOJPH_00697	14.192556	6.934263	7.517473
NGJCOJPH_00698	66.767792	32.621708	35.365372
NGJCOJPH_00699	80.467133	39.314991	42.621601
NGJCOJPH_00700	255.541260	124.853493	135.354370
NGJCOJPH_00701	571.079468	279.020569	302.487762
NGJCOJPH_00702	143.459549	70.092110	75.987244
NGJCOJPH_00703	180.583710	88.230400	95.651062
NGJCOJPH_00704	368.121460	179.858429	194.985535
NGJCOJPH_00705	267.972809	130.927353	141.939072
NGJCOJPH_00706	60.806889	29.709303	32.208019
NGJCOJPH_00707	304.617615	148.831436	161.348984
NGJCOJPH_00708	384.027283	187.629776	203.410477
NGJCOJPH_00709	3067.706787	1498.833984	1624.894287
NGJCOJPH_00710	201.496887	98.448250	106.728294
NGJCOJPH_00711	949.942566	464.127197	503.162872
NGJCOJPH_00712	245.047150	119.726234	129.795883
NGJCOJPH_00713	97.314217	47.546215	51.545116
NGJCOJPH_00714	139.978455	68.391304	74.143387
NGJCOJPH_00715	147.959778	72.290848	78.370911
NGJCOJPH_00716	101.413239	49.548935	53.716274
NGJCOJPH_00717	79.377655	38.782688	42.044529
NGJCOJPH_00718	101.528770	49.605381	53.777470
NGJCOJPH_00719	137.668427	67.262657	72.919823
NGJCOJPH_00720	1202.091187	587.323120	636.720215
NGJCOJPH_00721	156.585663	76.505325	82.939850
NGJCOJPH_00722	134.592606	65.759857	71.290627
NGJCOJPH_00723	183.714233	89.759926	97.309235
NGJCOJPH_00724	54.817829	26.783140	29.035751
NGJCOJPH_00725	65.190071	31.850857	34.529690
NGJCOJPH_00726	26.249191	12.824947	13.903597
NGJCOJPH_00727	75.177910	36.730759	39.820023
NGJCOJPH_00728	49.133076	24.005659	26.024668
NGJCOJPH_00729	59.619911	29.129362	31.579306
NGJCOJPH_00730	146.800827	71.724602	77.757050
NGJCOJPH_00731	284.309662	138.909286	150.592331
NGJCOJPH_00732	195.164978	95.354584	103.374428
NGJCOJPH_00733	305.601044	149.311935	161.869888
NGJCOJPH_00734	153.066010	74.785675	81.075569
NGJCOJPH_00735	260.899445	127.471420	138.192474
NGJCOJPH_00736	150.085892	73.329636	79.497063
NGJCOJPH_00737	62.467052	30.520432	33.087368
NGJCOJPH_00738	124.830391	60.990192	66.119804
NGJCOJPH_00739	22.576456	11.030506	11.958233
NGJCOJPH_00740	110.875000	54.171806	58.727955
NGJCOJPH_00741	74.079170	36.193932	39.238041
NGJCOJPH_00742	78.605576	38.405464	41.635578
NGJCOJPH_00743	214.767731	104.932182	113.757561
NGJCOJPH_00744	165.907944	81.060043	87.877640
NGJCOJPH_00745	953.977173	466.098419	505.299896
NGJCOJPH_00746	161.630615	78.970215	85.612038
NGJCOJPH_00747	192.154831	93.883865	101.780022
NGJCOJPH_00748	111.488945	54.471767	59.053146
NGJCOJPH_00749	162.370422	79.331665	86.003899
NGJCOJPH_00750	319.181580	155.947174	169.063187
NGJCOJPH_00751	462.787720	226.110886	245.128082
NGJCOJPH_00752	143.888855	70.301865	76.214638
NGJCOJPH_00753	81.489586	39.814545	43.163170
NGJCOJPH_00754	89.361038	43.660416	47.332500
NGJCOJPH_00755	45.586964	22.273083	24.146374
NGJCOJPH_00756	104.371223	50.994160	55.283051
NGJCOJPH_00757	6320.681641	3088.186768	3347.920410
NGJCOJPH_00758	714.153931	348.924530	378.270996
NGJCOJPH_00759	466.966431	228.152557	247.341446
NGJCOJPH_00760	72.746140	35.542633	38.531967
NGJCOJPH_00761	36.979076	18.067404	19.586971
NGJCOJPH_00762	176.809250	86.386253	93.651817
NGJCOJPH_00763	235.925140	115.269363	124.964149
NGJCOJPH_00764	346.074493	169.086624	183.307755
NGJCOJPH_00765	60.473362	29.546345	32.031357
NGJCOJPH_00766	196.824432	96.165359	104.253403
NGJCOJPH_00767	190.491669	93.071274	100.899078
NGJCOJPH_00768	254.571808	124.379837	134.840866
NGJCOJPH_00769	284.966217	139.230072	150.940094
NGJCOJPH_00770	165.517365	80.869217	87.670761
NGJCOJPH_00771	483.895630	236.423904	256.308441
NGJCOJPH_00772	195.361633	95.450661	103.478592
NGJCOJPH_00773	551.815979	269.608734	292.284332
NGJCOJPH_00774	217.354675	106.196121	115.127800
NGJCOJPH_00775	226.456039	110.642906	119.948586
NGJCOJPH_00776	111.358833	54.408199	58.984230
NGJCOJPH_00777	292.420258	142.871994	154.888321
NGJCOJPH_00778	316.368744	154.572861	167.573288
NGJCOJPH_00779	10058.506836	4914.430664	5327.761230
NGJCOJPH_00780	9.397163	4.591308	4.977462
NGJCOJPH_00781	6291.885742	3074.117920	3332.667969
NGJCOJPH_00782	39.622223	19.358803	20.986986
NGJCOJPH_00783	186710.156250	91223.687500	98896.109375
NGJCOJPH_00784	3811.001709	1861.996338	2018.600464
NGJCOJPH_00785	123.838943	60.505787	65.594658
NGJCOJPH_00786	135.811325	66.355309	71.936157
NGJCOJPH_00787	197.339600	96.417061	104.526276
NGJCOJPH_00788	301.726227	147.418762	159.817490
NGJCOJPH_00789	178.256409	87.093315	94.418350
NGJCOJPH_00790	321.240021	156.952881	170.153503
NGJCOJPH_00791	393.539642	192.277359	208.448959
NGJCOJPH_00792	178.982224	87.447937	94.802795
NGJCOJPH_00793	72.499847	35.422298	38.401512
NGJCOJPH_00794	98.404854	48.079082	52.122803
NGJCOJPH_00795	164.179214	80.215416	86.961975
NGJCOJPH_00796	155.758102	76.100990	82.501503
NGJCOJPH_00797	168.442169	82.298225	89.219971
NGJCOJPH_00798	76.423370	37.339275	40.479710
NGJCOJPH_00799	77.365692	37.799675	40.978840
NGJCOJPH_00800	166.309814	81.256401	88.090508
NGJCOJPH_00801	201.249283	98.327271	106.597145
NGJCOJPH_00802	177.438614	86.693756	93.985176
NGJCOJPH_00803	150.034363	73.304466	79.469772
NGJCOJPH_00804	163.946686	80.101807	86.838814
NGJCOJPH_00805	159.399139	77.879944	84.430077
NGJCOJPH_00806	95.352669	46.587833	50.506130
NGJCOJPH_00807	257.166290	125.647461	136.215103
NGJCOJPH_00808	125.882294	61.504135	66.676979
NGJCOJPH_00809	49.379635	24.126123	26.155264
NGJCOJPH_00810	51.777039	25.297459	27.425116
NGJCOJPH_00811	103.550034	50.592941	54.848087
NGJCOJPH_00812	571.600220	279.274994	302.763550
NGJCOJPH_00813	77.202042	37.719719	40.892155
NGJCOJPH_00814	190.399368	93.026176	100.850197
NGJCOJPH_00815	226.725189	110.774406	120.091148
NGJCOJPH_00816	63.447319	30.999374	33.606594
NGJCOJPH_00817	117.628418	57.471420	62.305084
NGJCOJPH_00818	98.576752	48.163071	52.213852
NGJCOJPH_00819	252.959671	123.592171	133.986954
NGJCOJPH_00820	98.999855	48.369793	52.437962
NGJCOJPH_00821	26.827160	13.107334	14.209734
NGJCOJPH_00822	443.401764	216.639221	234.859772
NGJCOJPH_00823	197.551529	96.520607	104.638535
NGJCOJPH_00824	167.830536	81.999397	88.895996
NGJCOJPH_00825	206.934280	101.104874	109.608360
NGJCOJPH_00826	182.006561	88.925583	96.404716
NGJCOJPH_00827	347.548065	169.806580	184.088272
NGJCOJPH_00828	886.126587	432.947723	469.360992
NGJCOJPH_00829	1286.604492	628.614990	681.485046
NGJCOJPH_00830	298.530304	145.857269	158.124680
NGJCOJPH_00831	263.824890	128.900742	139.742020
NGJCOJPH_00832	135.524063	66.214958	71.783997
NGJCOJPH_00833	208.068817	101.659195	110.209297
NGJCOJPH_00834	91.825920	44.864719	48.638092
NGJCOJPH_00835	225.775696	110.310501	119.588226
NGJCOJPH_00836	472.088562	230.655151	250.054535
NGJCOJPH_00837	103.790817	50.710579	54.975624
NGJCOJPH_00838	174.509659	85.262711	92.433784
NGJCOJPH_00839	166.917938	81.553513	88.412613
NGJCOJPH_00840	224.550568	109.711922	118.939301
NGJCOJPH_00841	60.530872	29.574446	32.061821
NGJCOJPH_00842	137.461731	67.161667	72.810333
NGJCOJPH_00843	176.120071	86.049530	93.286774
NGJCOJPH_00844	64.204292	31.369221	34.007545
NGJCOJPH_00845	101.354408	49.520191	53.685112
NGJCOJPH_00846	301.552277	147.333755	159.725357
NGJCOJPH_00847	45.264931	22.115742	23.975800
NGJCOJPH_00848	90.887924	44.406429	48.141258
NGJCOJPH_00849	66.693344	32.585335	35.325939
NGJCOJPH_00850	752.659485	367.737732	398.666504
NGJCOJPH_00851	6919.139160	3380.584229	3664.909912
NGJCOJPH_00852	4468.401855	2183.191650	2366.810303
NGJCOJPH_00853	2744.478271	1340.909546	1453.687378
NGJCOJPH_00854	70785.851562	34584.867188	37493.648438
NGJCOJPH_00855	92764.218750	45323.160156	49135.085938
NGJCOJPH_00856	239.656616	117.092506	126.940636
NGJCOJPH_00857	145.864975	71.267365	77.261345
NGJCOJPH_00858	113.899590	55.649570	60.330009
NGJCOJPH_00859	188.355484	92.027565	99.767601
NGJCOJPH_00860	595.001831	290.708649	315.158875
NGJCOJPH_00861	409.463287	200.057404	216.883347
NGJCOJPH_00862	121.500015	59.363022	64.355782
NGJCOJPH_00863	134.076675	65.507782	71.017349
NGJCOJPH_00864	64.940208	31.728777	34.397343
NGJCOJPH_00865	25.548241	12.482474	13.532319
NGJCOJPH_00866	63.203400	30.880199	33.477398
NGJCOJPH_00867	296.900726	145.061081	157.261536
NGJCOJPH_00868	203.765884	99.556854	107.930138
NGJCOJPH_00869	230.595657	112.665459	122.141251
NGJCOJPH_00870	111.312157	54.385395	58.959507
NGJCOJPH_00871	294.467926	143.872467	155.972931
NGJCOJPH_00872	226.421829	110.626190	119.930466
NGJCOJPH_00873	132.307144	64.643219	70.080070
NGJCOJPH_00874	208.904968	102.067726	110.652191
NGJCOJPH_00875	114.830299	56.104305	60.822983
NGJCOJPH_00876	131.249405	64.126419	69.519814
NGJCOJPH_00877	346.923645	169.501495	183.757523
NGJCOJPH_00878	251.161530	122.713623	133.034531
NGJCOJPH_00879	252.014725	123.130486	133.486435
NGJCOJPH_00880	231.386368	113.051788	122.560074
NGJCOJPH_00881	286.162872	139.814743	151.573944
NGJCOJPH_00882	633.833008	309.680969	335.726868
NGJCOJPH_00883	219.511566	107.249947	116.270264
NGJCOJPH_00884	104.942657	51.273354	55.585728
NGJCOJPH_00885	43.089394	21.052809	22.823465
NGJCOJPH_00886	168.017914	82.090950	88.995255
NGJCOJPH_00887	85.149513	41.602734	45.101749
NGJCOJPH_00888	57.993465	28.334707	30.717812
NGJCOJPH_00889	151.696747	74.116676	80.350304
NGJCOJPH_00890	239.051270	116.796745	126.619995
NGJCOJPH_00891	212.557388	103.852242	112.586792
NGJCOJPH_00892	185.314377	90.541725	98.156792
NGJCOJPH_00893	124.849548	60.999550	66.129951
NGJCOJPH_00894	387.651154	189.400330	205.329971
NGJCOJPH_00895	630.502441	308.053711	333.962738
NGJCOJPH_00896	1033.453491	504.929352	547.396729
NGJCOJPH_00897	139.835831	68.321617	74.067841
NGJCOJPH_00898	67.737045	33.095268	35.878765
NGJCOJPH_00899	66.864243	32.668831	35.416462
NGJCOJPH_00900	132.447433	64.711761	70.154381
NGJCOJPH_00901	123.990105	60.579643	65.674721
NGJCOJPH_00902	285.619324	139.549164	151.286026
NGJCOJPH_00903	105.113037	51.356598	55.675976
NGJCOJPH_00904	531.431763	259.649292	281.487274
NGJCOJPH_00905	1511.414307	738.453552	800.561584
NGJCOJPH_00906	173.423752	84.732155	91.858597
NGJCOJPH_00907	106.620369	52.093060	56.474373
NGJCOJPH_00908	231.679199	113.194862	122.715179
NGJCOJPH_00909	207.239639	101.254074	109.770096
NGJCOJPH_00910	64.841805	31.680700	34.345222
NGJCOJPH_00911	10097.117188	4933.294434	5348.212402
NGJCOJPH_00912	156.051941	76.244560	82.657143
NGJCOJPH_00913	164.365860	80.306610	87.060837
NGJCOJPH_00914	97.310638	47.544468	51.543221
NGJCOJPH_00915	113.769028	55.585781	60.260853
NGJCOJPH_00916	145.158005	70.921951	76.886879
NGJCOJPH_00917	115.320595	56.343853	61.082684
NGJCOJPH_00918	111.450981	54.453220	59.033039
NGJCOJPH_00919	209.784958	102.497681	111.118301
NGJCOJPH_00920	230.681412	112.707359	122.186668
NGJCOJPH_00921	110.488892	53.983158	58.523438
NGJCOJPH_00922	72.352615	35.350365	38.323528
NGJCOJPH_00923	564.251160	275.684357	298.870941
NGJCOJPH_00924	183.241333	89.528870	97.058746
NGJCOJPH_00925	225.996353	110.418312	119.705101
NGJCOJPH_00926	435.020294	212.544174	230.420303
NGJCOJPH_00927	1033.675415	505.037750	547.514221
NGJCOJPH_00928	364.904602	178.286728	193.281631
NGJCOJPH_00929	564.770630	275.938171	299.146088
NGJCOJPH_00930	301.698822	147.405350	159.802963
NGJCOJPH_00931	188.653214	92.173027	99.925301
NGJCOJPH_00932	20.047331	9.794815	10.618612
NGJCOJPH_00933	72.396385	35.371750	38.346710
NGJCOJPH_00934	51.476040	25.150394	27.265682
NGJCOJPH_00935	296.431580	144.831879	157.013031
NGJCOJPH_00936	446.286774	218.048782	236.387909
NGJCOJPH_00937	79.334610	38.761662	42.021729
NGJCOJPH_00938	72.995262	35.664349	38.663921
NGJCOJPH_00939	97.808281	47.787605	51.806812
NGJCOJPH_00940	176.165283	86.071625	93.310722
NGJCOJPH_00941	152.006073	74.267807	80.514145
NGJCOJPH_00942	191.376526	93.503601	101.367775
NGJCOJPH_00943	98.451187	48.101723	52.147343
NGJCOJPH_00944	119.140305	58.210102	63.105896
NGJCOJPH_00945	69.807426	34.106823	36.975399
NGJCOJPH_00946	98.136070	47.947762	51.980434
NGJCOJPH_00947	140.611923	68.700806	74.478920
NGJCOJPH_00948	352.721130	172.334076	186.828323
NGJCOJPH_00949	180.339081	88.110878	95.521492
NGJCOJPH_00950	123.684097	60.430130	65.512642
NGJCOJPH_00951	121.947517	59.581665	64.592812
NGJCOJPH_00952	83.328529	40.713028	44.137218
NGJCOJPH_00953	31.870098	15.571235	16.880863
NGJCOJPH_00954	232.788467	113.736832	123.302727
NGJCOJPH_00955	142.193710	69.473640	75.316757
NGJCOJPH_00956	185.369431	90.568626	98.185951
NGJCOJPH_00957	92.244164	45.069069	48.859623
NGJCOJPH_00958	67.666161	33.060635	35.841217
NGJCOJPH_00959	281.645966	137.607849	149.181427
NGJCOJPH_00960	162.272324	79.283745	85.951942
NGJCOJPH_00961	702.474121	343.217926	372.084473
NGJCOJPH_00962	229.471542	112.116234	121.545830
NGJCOJPH_00963	783.171997	382.645660	414.828308
NGJCOJPH_00964	221.424683	108.184662	117.283600
NGJCOJPH_00965	175.924728	85.954086	93.183311
NGJCOJPH_00966	151.389420	73.966522	80.187515
NGJCOJPH_00967	151.063995	73.807526	80.015152
NGJCOJPH_00968	1307.008667	638.584167	692.292603
NGJCOJPH_00969	552.203369	269.798004	292.489502
NGJCOJPH_00970	389.599274	190.352158	206.361832
NGJCOJPH_00971	212.196426	103.675880	112.395599
NGJCOJPH_00972	388.989929	190.054443	206.039078
NGJCOJPH_00973	122.582726	59.892017	64.929268
NGJCOJPH_00974	34.270832	16.744198	18.152477
NGJCOJPH_00975	46.333332	22.637747	24.541708
NGJCOJPH_00976	49.477646	24.174009	26.207178
NGJCOJPH_00977	130.444687	63.733250	69.093567
NGJCOJPH_00978	64.322136	31.426796	34.069965
NGJCOJPH_00979	27.842106	13.603221	14.747327
NGJCOJPH_00980	116.512070	56.925991	61.713783
NGJCOJPH_00981	45.759537	22.357399	24.237780
NGJCOJPH_00982	59.793350	29.214104	31.671171
NGJCOJPH_00983	139.270782	68.045540	73.768555
NGJCOJPH_00984	71.459091	34.913803	37.850246
NGJCOJPH_00985	123.572067	60.375393	65.453300
NGJCOJPH_00986	126.662918	61.885536	67.090454
NGJCOJPH_00987	141.157074	68.967155	74.767677
NGJCOJPH_00988	434.967804	212.518524	230.392502
NGJCOJPH_00989	1229.238159	600.586670	651.099365
NGJCOJPH_00990	1303.475342	636.857849	690.421082
NGJCOJPH_00991	3978.571289	1943.868164	2107.358154
NGJCOJPH_00992	685.017151	334.688751	362.837921
NGJCOJPH_00993	851.242310	415.903778	450.883606
NGJCOJPH_00994	3878.347168	1894.900146	2054.271973
NGJCOJPH_00995	2037.743286	995.609741	1079.346069
NGJCOJPH_00996	3102.737549	1515.949341	1643.449219
NGJCOJPH_00997	2711.007568	1324.556152	1435.958740
NGJCOJPH_00998	11967.591797	5847.179688	6338.959473
NGJCOJPH_00999	7840.423828	3830.709473	4152.893555
NGJCOJPH_01000	178.503998	87.214279	94.549492
NGJCOJPH_01001	331.943848	162.182602	175.823059
NGJCOJPH_01002	182.983047	89.402679	96.921936
NGJCOJPH_01003	126.566895	61.838619	67.039589
NGJCOJPH_01004	105.871307	51.727081	56.077610
NGJCOJPH_01005	136.727463	66.802917	72.421410
NGJCOJPH_01006	163.596390	79.930656	86.653267
NGJCOJPH_01007	153.479630	74.987762	81.294655
NGJCOJPH_01008	251.070709	122.669250	132.986420
NGJCOJPH_01009	154.158829	75.319611	81.654411
NGJCOJPH_01010	404.230286	197.500641	214.111542
NGJCOJPH_01011	65.723770	32.111614	34.812382
NGJCOJPH_01012	149.870300	73.224304	79.382874
NGJCOJPH_01013	124.419411	60.789391	65.902115
NGJCOJPH_01014	559.122498	273.178558	296.154419
NGJCOJPH_01015	186.836288	91.285309	98.962914
NGJCOJPH_01016	1062.049072	518.900696	562.543152
NGJCOJPH_01017	54.978386	26.861588	29.120794
NGJCOJPH_01018	39.126389	19.116547	20.724354
NGJCOJPH_01019	99.741119	48.731964	52.830593
NGJCOJPH_01020	244.281342	119.352074	129.390244
NGJCOJPH_01021	54.133091	26.448589	28.673061
NGJCOJPH_01022	63.315990	30.935209	33.537033
NGJCOJPH_01023	221.571365	108.256332	117.361282
NGJCOJPH_01024	194.043747	94.806763	102.780533
